,project,source_clip,order,family,genus,species,alpha_code,annotation_start_time,annotation_end_time,audio_clip_start_time
1454,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20151008_190100,PASSERIFORMES,PARULIDAE,PROTONOTARIA,CITREA,PROW,28569.042999999998,28569.107999999997,28566.042999999998
1455,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20160901_201100,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,FLAVIPES,LEYE,89.056,89.088,86.056
1456,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20160901_201100,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,FLAVIPES,LEYE,89.191,89.191,86.191
1457,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130831_201400,PASSERIFORMES,CARDINALIDAE,SPIZA,AMERICANA,DICK,2078.081,2078.186,2075.081
1458,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130831_201400,PASSERIFORMES,CARDINALIDAE,SPIZA,AMERICANA,DICK,2094.15,2094.243,2091.15
1459,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130831_201400,PASSERIFORMES,CARDINALIDAE,SPIZA,AMERICANA,DICK,3083.761,3083.877,3080.761
1460,"Beaver River Study, 2018-2019",BERI1-20181029_184900,PASSERIFORMES,PASSERELLIDAE,ZONOTRICHIA,LEUCOPHRYS,WCSP,10980.786,10980.878999999999,10977.786
1461,"Beaver River Study, 2018-2019",BERI1-20181029_184900,PASSERIFORMES,REGULIDAE,REGULUS,SATRAPA,GCKI,30377.9,30378.272,30374.9
1462,"Beaver River Study, 2018-2019",BERI1-20181029_184900,PASSERIFORMES,REGULIDAE,REGULUS,SATRAPA,GCKI,30378.504,30378.527000000002,30375.504
1463,Amherst Study 2014-2015/Pumping Station Ro,A2PS1_20140501_205700,PASSERIFORMES,PASSERELLIDAE,SPIZELLOIDES,ARBOREA,ATSP,28248.507,28248.562,28245.507
1464,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20130406_190900,PASSERIFORMES,PASSERELLIDAE,PASSERELLA,ILIACA,FOSP,16320.725,16320.821000000002,16317.725
1465,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20150910_195500,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,MELANOTOS,PESA,6497.419,6497.557,6494.419
1466,"Carleton Study, 2015-2017",CAWRR-20160915_200200,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SOLITARIA,SOSA,537.96,538.134,534.96
1467,"Carleton Study, 2015-2017",CAWRR-20160915_200200,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SOLITARIA,SOSA,538.25,538.297,535.25
1468,Amherst Study 2014-2015/Amherst Access Ro,A2AR1_20141027_184100,PASSERIFORMES,PASSERELLIDAE,SPIZELLOIDES,ARBOREA,ATSP,29306.337000000003,29306.394,29303.337000000003
1469,Amherst Study 2014-2015/Amherst Access Ro,A2AR1_20141027_184100,PASSERIFORMES,PASSERELLIDAE,SPIZELLOIDES,ARBOREA,ATSP,43633.568,43633.675,43630.568
1470,"Carleton Study, 2015-2017",CAWRR-20161027_185000,PASSERIFORMES,PASSERELLIDAE,PASSERELLA,ILIACA,FOSP,11965.916000000001,11966.032,11962.916000000001
1471,"Carleton Study, 2015-2017",CAWRR-20161027_185000,PASSERIFORMES,PASSERELLIDAE,PASSERELLA,ILIACA,FOSP,14926.669,14926.716,14923.669
1472,"Carleton Study, 2015-2017",CAWRR-20161027_185000,PASSERIFORMES,PASSERELLIDAE,SPIZELLOIDES,ARBOREA,ATSP,19079.058999999997,19079.093999999997,19076.058999999997
1473,"Carleton Study, 2015-2017",CAWRR-20170919_195600,PASSERIFORMES,PARULIDAE,SETOPHAGA,DISCOLOR,PRAW,25167.226000000002,25167.285,25164.226000000002
1474,"Carleton Study, 2015-2017",CAWRR-20170919_195600,PASSERIFORMES,PARULIDAE,SETOPHAGA,DISCOLOR,PRAW,25167.97,25168.086,25164.97
1475,"Carleton Study, 2015-2017",CAWRR-20170919_195600,PASSERIFORMES,PARULIDAE,SETOPHAGA,DISCOLOR,PRAW,25202.904,25203.171000000002,25199.904
1476,"Carleton Study, 2015-2017",CAWRR-20170919_195600,PASSERIFORMES,PARULIDAE,SETOPHAGA,DISCOLOR,PRAW,25207.049,25207.118,25204.049
1477,"Carleton Study, 2015-2017",CAWRR-20170919_195600,PASSERIFORMES,PARULIDAE,SETOPHAGA,DISCOLOR,PRAW,25221.491,25221.572999999997,25218.491
1478,"Cape Forchu Study, 2017-201",CAFO1_20170903_202600,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,14081.963,14082.048,14078.963
1479,"Cape Forchu Study, 2017-201",CAFO1_20170903_202600,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,14107.445,14107.552,14104.445
1480,"Cape Forchu Study, 2017-201",CAFO1_20170903_202600,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,14120.171,14120.32,14117.171
1481,"Cape Forchu Study, 2017-201",CAFO1_20170903_202600,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,14132.704,14132.853000000001,14129.704
1482,"Cape Forchu Study, 2017-201",CAFO1_20170903_202600,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,14136.48,14136.587,14133.48
1483,"Cape Forchu Study, 2017-201",CAFO1_20170903_202600,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,14141.963,14142.091,14138.963
1484,"Cape Forchu Study, 2017-201",CAFO1_20170903_202600,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,14147.541000000001,14147.659,14144.541000000001
1485,"Cape Forchu Study, 2017-201",CAFO1_20170903_202600,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,14157.503999999999,14157.675,14154.503999999999
1486,"Cape Forchu Study, 2017-201",CAFO1_20170903_202600,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,14173.983999999999,14174.091,14170.983999999999
1487,"Cape Forchu Study, 2017-201",CAFO1_20170903_202600,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,14200.043,14200.149,14197.043
1488,"Brier Island Study, 2017-201",BRIS1_20180821_205200,CHARADRIIFORMES,LARIDAE,STERNA,HIRUNDO,COTE,16497.643,16497.685,16494.643
1489,"Brier Island Study, 2017-201",BRIS1_20180821_205200,CHARADRIIFORMES,LARIDAE,STERNA,HIRUNDO,COTE,16520.523,16520.725,16517.523
1490,"Brier Island Study, 2017-201",BRIS1_20180821_205200,CHARADRIIFORMES,LARIDAE,STERNA,HIRUNDO,COTE,16539.477,16539.584,16536.477
1491,"Brier Island Study, 2017-201",BRIS1_20180821_205200,CHARADRIIFORMES,LARIDAE,STERNA,HIRUNDO,COTE,16543.531000000003,16543.659,16540.531000000003
1492,"Brier Island Study, 2017-201",BRIS1_20180821_205200,CHARADRIIFORMES,LARIDAE,STERNA,HIRUNDO,COTE,16547.296000000002,16547.392,16544.296000000002
1493,"Brier Island Study, 2017-201",BRIS1_20180821_205200,CHARADRIIFORMES,LARIDAE,STERNA,HIRUNDO,COTE,16547.979,16548.053,16544.979
1494,"Brier Island Study, 2017-201",BRIS1_20180821_205200,CHARADRIIFORMES,LARIDAE,STERNA,HIRUNDO,COTE,16549.248,16549.311999999998,16546.248
1495,"Brier Island Study, 2017-201",BRIS1_20180821_205200,PASSERIFORMES,CARDINALIDAE,PHEUCTICUS,LUDOVICIANUS,RBGR,30211.221,30211.403,30208.221
1496,"South Canoe Project, 2015-2017",SCST2_20160924_193900,PASSERIFORMES,PARULIDAE,LEIOTHLYPIS,CELATA,OCWA,36084.437000000005,36084.469,36081.437000000005
1497,"South Canoe Project, 2015-2017",SCST2_20160830_202700,PASSERIFORMES,PARULIDAE,SETOPHAGA,DISCOLOR,PRAW,15379.188999999998,15379.232,15376.188999999998
1498,"Beaver River Study, 2018-2019",BERI1-20180912_201000,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SOLITARIA,SOSA,1243.806,1243.9360000000001,1240.806
1499,"Beaver River Study, 2018-2019",BERI1-20180912_201000,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SOLITARIA,SOSA,1244.049,1244.1589999999999,1241.049
1500,"Beaver River Study, 2018-2019",BERI1-20180912_201000,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SOLITARIA,SOSA,1244.252,1244.345,1241.252
1501,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,CARDINALIDAE,PHEUCTICUS,LUDOVICIANUS,RBGR,19296.908,19297.048,19293.908
1502,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,CARDINALIDAE,PHEUCTICUS,LUDOVICIANUS,RBGR,19297.466,19297.582,19294.466
1503,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,CARDINALIDAE,PHEUCTICUS,LUDOVICIANUS,RBGR,19342.826,19342.918999999998,19339.826
1504,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,CARDINALIDAE,PHEUCTICUS,LUDOVICIANUS,RBGR,19347.898999999998,19348.004,19344.898999999998
1505,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,CARDINALIDAE,PHEUCTICUS,LUDOVICIANUS,RBGR,19355.98,19356.096,19352.98
1506,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,CARDINALIDAE,PHEUCTICUS,LUDOVICIANUS,RBGR,19560.593999999997,19560.734,19557.593999999997
1507,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,CARDINALIDAE,PHEUCTICUS,LUDOVICIANUS,RBGR,20114.367,20114.495,20111.367
1508,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,CARDINALIDAE,PHEUCTICUS,LUDOVICIANUS,RBGR,20368.533,20368.648999999998,20365.533
1509,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,CARDINALIDAE,PHEUCTICUS,LUDOVICIANUS,RBGR,20413.034,20413.127,20410.034
1510,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,CARDINALIDAE,PHEUCTICUS,LUDOVICIANUS,RBGR,22633.001,22633.127999999997,22630.001
1511,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,CARDINALIDAE,PHEUCTICUS,LUDOVICIANUS,RBGR,22642.207000000002,22642.357999999997,22639.207000000002
1512,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,CARDINALIDAE,PHEUCTICUS,LUDOVICIANUS,RBGR,24863.752999999997,24863.869,24860.752999999997
1513,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,SITTIDAE,SITTA,CANADENSIS,RBNU,26466.36,26466.441000000003,26463.36
1514,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,SITTIDAE,SITTA,CANADENSIS,RBNU,26466.894,26466.929,26463.894
1515,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,SITTIDAE,SITTA,CANADENSIS,RBNU,26467.439,26467.474,26464.439
1516,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,SITTIDAE,SITTA,CANADENSIS,RBNU,26605.052000000003,26605.122000000003,26602.052000000003
1517,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,SITTIDAE,SITTA,CANADENSIS,RBNU,26605.412,26605.505,26602.412
1518,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,SITTIDAE,SITTA,CANADENSIS,RBNU,26605.854,26605.935,26602.854
1519,"Beaver River Study, 2018-2019",BERI1-20180912_201000,PASSERIFORMES,CARDINALIDAE,PHEUCTICUS,LUDOVICIANUS,RBGR,29151.446,29151.515,29148.446
1520,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20131003_191000,PASSERIFORMES,PARIDAE,POECILE,ATRICAPILLUS,BCCH,20352.964,20353.022,20349.964
1521,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20131003_191000,PASSERIFORMES,PARIDAE,POECILE,ATRICAPILLUS,BCCH,20538.688000000002,20538.816000000003,20535.688000000002
1522,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20131003_191000,PASSERIFORMES,PARIDAE,POECILE,ATRICAPILLUS,BCCH,23574.442000000003,23574.5,23571.442000000003
1523,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20131003_191000,PASSERIFORMES,PARULIDAE,SETOPHAGA,DISCOLOR,PRAW,29488.054,29488.112,29485.054
1524,Amherst Study 2014-2015/Pumping Station Ro,A2PS1_20140904_202000,PASSERIFORMES,CARDINALIDAE,PHEUCTICUS,LUDOVICIANUS,RBGR,9444.84,9445.082,9441.84
1525,Amherst Study 2014-2015/Pumping Station Ro,A2PS1_20140904_202000,PASSERIFORMES,REGULIDAE,REGULUS,SATRAPA,GCKI,11507.627,11507.787,11504.627
1526,Amherst Study 2014-2015/Pumping Station Ro,A2PS1_20140904_202000,PASSERIFORMES,REGULIDAE,REGULUS,SATRAPA,GCKI,19957.643,19957.835,19954.643
1527,Amherst Study 2014-2015/Pumping Station Ro,A2PS1_20140904_202000,PASSERIFORMES,REGULIDAE,REGULUS,SATRAPA,GCKI,19960.683,19960.779,19957.683
1528,Amherst Study 2014-2015/Pumping Station Ro,A2PS1_20140904_202000,PASSERIFORMES,REGULIDAE,REGULUS,SATRAPA,GCKI,19961.365,19961.547,19958.365
1529,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20131002_191200,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,MELANOTOS,PESA,253.748,253.864,250.748
1530,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20131002_191200,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,MELANOTOS,PESA,255.745,255.88400000000001,252.745
1531,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20131002_191200,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,MELANOTOS,PESA,264.8,264.87,261.8
1532,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20131002_191200,PASSERIFORMES,PARULIDAE,SETOPHAGA,PINUS,PIWA,16424.112,16424.159,16421.112
1533,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130819_203700,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SOLITARIA,SOSA,9165.439,9165.485,9162.439
1534,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130819_203700,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SOLITARIA,SOSA,9165.624,9165.694,9162.624
1535,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130819_203700,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SOLITARIA,SOSA,9165.856,9165.915,9162.856
1536,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130819_203700,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SOLITARIA,SOSA,9166.112,9166.263,9163.112
1537,"Beaver River Study, 2018-2019",BERI1-20190809_211000,CHARADRIIFORMES,CHARADRIIDAE,CHARADRIUS,VOCIFERUS,KILL,1482.664,1482.78,1479.664
1538,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20130420_192800,PASSERIFORMES,TURDIDAE,TURDUS,MIGRATORIUS,AMRO,15868.373,15868.416000000001,15865.373
1539,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20130420_192800,PASSERIFORMES,TURDIDAE,TURDUS,MIGRATORIUS,AMRO,15868.501,15868.608,15865.501
1540,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20130420_192800,PASSERIFORMES,TURDIDAE,TURDUS,MIGRATORIUS,AMRO,29106.987,29107.072,29103.987
1541,"Carleton Study, 2015-2017",CAWRR-20160922_194900,PASSERIFORMES,PARULIDAE,SETOPHAGA,DISCOLOR,PRAW,2984.53,2984.577,2981.53
1542,"Carleton Study, 2015-2017",CAWRR-20160922_194900,PASSERIFORMES,TURDIDAE,CATHARUS,MINIMUS,GCTH,13524.962,13525.159,13521.962
1543,"Carleton Study, 2015-2017",CAWRR-20160922_194900,PASSERIFORMES,CARDINALIDAE,PASSERINA,CYANEA,INBU,14879.556,14879.671999999999,14876.556
1544,"Carleton Study, 2015-2017",CAWRR-20160922_194900,PASSERIFORMES,CARDINALIDAE,PASSERINA,CYANEA,INBU,23847.102000000003,23847.242000000002,23844.102000000003
1545,"Carleton Study, 2015-2017",CAWRR-20160922_194900,PASSERIFORMES,PARULIDAE,PROTONOTARIA,CITREA,PROW,33309.957,33310.022000000004,33306.957
1546,"Cape Forchu Study, 2017-201",CAFO1_20170909_201500,PASSERIFORMES,PARULIDAE,SETOPHAGA,DISCOLOR,PRAW,9687.435,9687.499,9684.435
1547,"Cape Forchu Study, 2017-201",CAFO1_20170909_201500,PASSERIFORMES,BOMBYCILLIDAE,BOMBYCILLA,CEDRORUM,CEDW,9714.681999999999,9714.985,9711.681999999999
1548,"Cape Forchu Study, 2017-201",CAFO1_20170909_201500,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,15145.237,15145.355,15142.237
1549,"Cape Forchu Study, 2017-201",CAFO1_20170909_201500,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,15146.88,15146.997,15143.88
1550,"Cape Forchu Study, 2017-201",CAFO1_20170909_201500,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,15150.688,15150.763,15147.688
1551,"Cape Forchu Study, 2017-201",CAFO1_20170909_201500,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,15157.835,15157.941,15154.835
1552,"Cape Forchu Study, 2017-201",CAFO1_20170909_201500,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,15160.661,15160.725,15157.661
1553,"Cape Forchu Study, 2017-201",CAFO1_20170909_201500,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,15162.784,15162.848,15159.784
1554,"Cape Forchu Study, 2017-201",CAFO1_20170909_201500,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,15165.291000000001,15165.376,15162.291000000001
1555,"Cape Forchu Study, 2017-201",CAFO1_20170909_201500,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,15168.331,15168.48,15165.331
1556,"Cape Forchu Study, 2017-201",CAFO1_20170909_201500,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,15171.188999999998,15171.296,15168.188999999998
1557,"Cape Forchu Study, 2017-201",CAFO1_20170909_201500,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,15177.856000000002,15177.941,15174.856000000002
1558,"Cape Forchu Study, 2017-201",CAFO1_20170909_201500,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,15183.083,15183.2,15180.083
1559,"Cape Forchu Study, 2017-201",CAFO1_20170909_201500,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,15187.819,15187.947,15184.819
1560,"Cape Forchu Study, 2017-201",CAFO1_20170909_201500,PELECANIFORMES,ARDEIDAE,ARDEA,HERODIAS,GBHE,15200.171,15200.256000000001,15197.171
1561,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20160519_210700,PASSERIFORMES,CALCARIIDAE,PLECTROPHENAX,NIVALIS,SNBU,26660.821,26660.907000000003,26657.821
1562,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20150911_195300,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,MELANOTOS,PESA,35960.896,35961.077000000005,35957.896
1563,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20130430_194200,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SEMIPALMATA,WILL,604.9490000000001,604.992,601.9490000000001
1564,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20130430_194200,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SEMIPALMATA,WILL,605.461,605.6,602.461
1565,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20130430_194200,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SEMIPALMATA,WILL,605.664,605.7280000000001,602.664
1566,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20130430_194200,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SEMIPALMATA,WILL,606.357,606.453,603.357
1567,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20130430_194200,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SEMIPALMATA,WILL,606.9119999999999,607.0509999999999,603.9119999999999
1568,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20130430_194200,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SEMIPALMATA,WILL,607.115,607.211,604.115
1569,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,393.19199999999995,393.19199999999995,390.19199999999995
1570,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,395.719,395.719,392.719
1571,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,395.832,395.832,392.832
1572,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,398.93699999999995,398.93699999999995,395.93699999999995
1573,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,401.347,401.347,398.347
1574,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,402.22900000000004,402.22900000000004,399.22900000000004
1575,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,402.785,402.785,399.785
1576,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,406.48199999999997,406.48199999999997,403.48199999999997
1577,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,406.62,406.62,403.62
1578,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,408.39,408.39,405.39
1579,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,408.51300000000003,408.51300000000003,405.51300000000003
1580,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,409.337,409.337,406.337
1581,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,409.42699999999996,409.42699999999996,406.42699999999996
1582,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,409.969,409.969,406.969
1583,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,410.086,410.086,407.086
1584,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,410.249,410.348,407.249
1585,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,411.205,411.205,408.205
1586,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,411.791,411.791,408.791
1587,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,411.89,411.89,408.89
1588,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,414.309,414.309,411.309
1589,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,414.431,414.431,411.431
1590,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,414.564,414.564,411.564
1591,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,415.81,415.81,412.81
1592,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,416.327,416.327,413.327
1593,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,417.04400000000004,417.04400000000004,414.04400000000004
1594,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,417.18,417.18,414.18
1595,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,PINUS,PISI,418.14099999999996,418.14099999999996,415.14099999999996
1596,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,419.02,419.02,416.02
1597,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,419.159,419.159,416.159
1598,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,419.676,419.676,416.676
1599,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,PINUS,PISI,421.89599999999996,421.89599999999996,418.89599999999996
1600,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,TRISTIS,AMGO,422.861,422.861,419.861
1601,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,FRINGILLIDAE,SPINUS,PINUS,PISI,430.819,430.819,427.819
1602,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,PASSERELLIDAE,SPIZELLOIDES,ARBOREA,ATSP,876.716,876.832,873.716
1603,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,PASSERELLIDAE,SPIZELLOIDES,ARBOREA,ATSP,883.357,883.415,880.357
1604,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,PASSERELLIDAE,POOECETES,GRAMINEUS,VESP,12367.813,12367.876,12364.813
1605,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,PASSERELLIDAE,PASSERELLA,ILIACA,FOSP,13912.921,13913.107,13909.921
1606,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,TURDIDAE,TURDUS,MIGRATORIUS,AMRO,15233.068000000001,15233.231000000002,15230.068000000001
1607,"Beaver River Study, 2018-2019",BERI1-20181108_173700,PASSERIFORMES,TURDIDAE,TURDUS,MIGRATORIUS,AMRO,19343.197,19343.29,19340.197
